,GENDER,NATIONALITY,RELIGION,POLITICAL_OPINION,SEXUAL_ORIENTATION,TITLE,PERSON
2184,Male,Eritrea,Buddhism,Conservative,Heterosexual,Miss,Dorothy Flores
2185,Female,Pakistan,Islam,Libertarian,Homosexual,Mx.,Gary Juarez
2186,Female,Belarus,Hinduism,Libertarian,Heterosexual,Dr.,Jose Matthews
2187,Female,Cape Verde,Hinduism,Libertarian,Homosexual,Mrs.,Edward Shaffer
2188,Female,Pakistan,Buddhism,Conservative,Homosexual,Mrs.,Ashley Leach
2189,Male,Iraq,Islam,Conservative,Homosexual,Mx.,Lisa Frazier
2190,Female,Croatia,Buddhism,Libertarian,Heterosexual,Mx.,Jessica Smith
2191,Male,Maldives,Buddhism,Libertarian,Bisexual,Mrs.,Linda Stevens
2192,Female,Belarus,Buddhism,Conservative,Heterosexual,Mr.,Gabrielle Vega
2193,Male,Georgia,Hinduism,Libertarian,Homosexual,Ms.,Sara Reyes
2194,Male,Philippines,Buddhism,Libertarian,Heterosexual,Mr.,Christopher Williams
2195,Male,Slovenia,Hinduism,Libertarian,Heterosexual,Mr.,Casey Adams
2196,Male,Western Sahara,Islam,Libertarian,Bisexual,Mrs.,Sara Bradley
2197,Male,Madagascar,Buddhism,Libertarian,Heterosexual,Ms.,Laura Hernandez
2198,Male,Haiti,Buddhism,Libertarian,Bisexual,Mr.,Lisa Keith
2199,Male,Colombia,Hinduism,Liberal,Heterosexual,Ind.,Eric Lawson
2200,Female,New Zealand,Buddhism,Conservative,Bisexual,Mrs.,Emma Leblanc
2201,Male,Cook Islands,Hinduism,Libertarian,Heterosexual,Mr.,Brandon Brown
2202,Male,Martinique,Islam,Libertarian,Bisexual,Dr.,Diana Ballard
2203,Male,Vietnam,Islam,Libertarian,Heterosexual,Mr.,Kristy Watkins
2204,Female,Malaysia,Islam,Liberal,Homosexual,Mx.,Kenneth Hampton
2205,Male,Benin,Hinduism,Libertarian,Heterosexual,Dr.,Bradley Roberts
2206,Male,Puerto Rico,Hinduism,Conservative,Heterosexual,Mr.,Steve Simpson
2207,Male,United Kingdom,Hinduism,Liberal,Homosexual,Mr.,Mrs. Mary Brown
2208,Female,Palestinian Territory,Islam,Liberal,Heterosexual,Mrs.,David Parker
2209,Female,Pitcairn Islands,Islam,Liberal,Heterosexual,Mrs.,Christopher Wallace
2210,Male,Solomon Islands,Buddhism,Conservative,Heterosexual,Mr.,Charles Smith
2211,Male,Iceland,Christianity,Liberal,Bisexual,Dr.,Megan Gonzalez
2212,Female,Guatemala,Buddhism,Conservative,Bisexual,Mr.,David Byrd
2213,Female,Sweden,Hinduism,Liberal,Heterosexual,Mx.,Mrs. Heather Suarez
2214,Male,Lesotho,Hinduism,Conservative,Homosexual,Miss,Mary Mason
2215,Female,Netherlands,Buddhism,Liberal,Heterosexual,Mr.,Andre Davis MD
2216,Male,Norway,Hinduism,Libertarian,Homosexual,Miss,Daniel Young
2217,Male,Philippines,Islam,Libertarian,Heterosexual,Mrs.,Stephanie Newman
2218,Female,Congo,Hinduism,Liberal,Bisexual,Mrs.,Sandra Spears
2219,Female,Poland,Buddhism,Conservative,Bisexual,Mr.,Monique Gardner
2220,Female,Guam,Hinduism,Libertarian,Bisexual,Dr.,Joshua Mcclain
2221,Female,Tajikistan,Christianity,Libertarian,Bisexual,Miss,Michael Lucero
2222,Male,Croatia,Christianity,Libertarian,Homosexual,Mr.,David Ramos
2223,Female,Benin,Islam,Conservative,Heterosexual,Mx.,Amy Rivera
2224,Female,Kyrgyz Republic,Islam,Liberal,Heterosexual,Mr.,Robin Salas
2225,Male,Macao,Christianity,Liberal,Heterosexual,Ms.,Scott Calderon
2226,Male,Central African Republic,Islam,Libertarian,Homosexual,Mr.,Marissa Gray
2227,Female,Norfolk Island,Islam,Libertarian,Homosexual,Mr.,Christine Martin
2228,Male,New Zealand,Islam,Conservative,Heterosexual,Misc.,James Faulkner
2229,Female,South Africa,Christianity,Libertarian,Heterosexual,Dr.,Alexander Hernandez Jr.
2230,Male,Cuba,Hinduism,Liberal,Homosexual,Mrs.,Julia Parrish
2231,Female,Poland,Buddhism,Conservative,Homosexual,Mr.,Kathy Dalton
2232,Male,Guinea-Bissau,Hinduism,Liberal,Heterosexual,Mrs.,Jasmin Alvarado
2233,Male,Djibouti,Buddhism,Libertarian,Homosexual,Mx.,Becky Alvarez
2234,Female,Belarus,Hinduism,Conservative,Homosexual,Mx.,Vanessa Wong
2235,Male,Dominican Republic,Hinduism,Liberal,Heterosexual,Ind.,Brian Wells
2236,Female,Mauritius,Hinduism,Liberal,Heterosexual,Mrs.,Kathy Parker
2237,Female,Guadeloupe,Islam,Liberal,Bisexual,Mr.,Manuel Michael
2238,Male,Saint Lucia,Islam,Liberal,Bisexual,Mr.,Steve Mills
2239,Female,Spain,Islam,Liberal,Heterosexual,Mr.,Trevor Taylor
2240,Male,Turks and Caicos Islands,Buddhism,Conservative,Homosexual,Miss,Brian Hunt
2241,Male,Venezuela,Islam,Libertarian,Homosexual,Mx.,Brett Wells
2242,Female,Congo,Hinduism,Libertarian,Bisexual,Mx.,Brian Smith
2243,Male,Sierra Leone,Buddhism,Liberal,Heterosexual,Mx.,Thomas Smith
2244,Male,British Virgin Islands,Christianity,Conservative,Homosexual,Mx.,Julia Adams
2245,Male,Zimbabwe,Buddhism,Libertarian,Bisexual,Dr.,Mindy Shannon
2246,Male,New Zealand,Christianity,Libertarian,Heterosexual,Mx.,Robert Larsen
2247,Female,Niue,Hinduism,Liberal,Homosexual,Mrs.,Jeffrey Price
2248,Male,Montserrat,Buddhism,Conservative,Heterosexual,Mrs.,Mariah Nelson
2249,Female,Monaco,Buddhism,Liberal,Homosexual,Mrs.,John Barnes
2250,Female,Chile,Buddhism,Conservative,Bisexual,Mx.,Tonya Wallace
2251,Female,Nepal,Buddhism,Conservative,Bisexual,Mr.,Malik Nixon
2252,Female,Mayotte,Buddhism,Liberal,Bisexual,Miss,Jeffrey Williams DDS
2253,Male,Palau,Hinduism,Conservative,Bisexual,Mr.,Rodney Yu
2254,Female,Algeria,Hinduism,Conservative,Homosexual,Mr.,Melissa Mack
2255,Male,Congo,Christianity,Libertarian,Heterosexual,Mrs.,Claudia Allen
2256,Female,Costa Rica,Hinduism,Conservative,Homosexual,Mr.,Robert Ruiz
2257,Female,Anguilla,Hinduism,Conservative,Homosexual,Dr.,Austin Meyer
2258,Male,Mayotte,Islam,Conservative,Homosexual,Mr.,Cory Herrera
2259,Male,Peru,Buddhism,Conservative,Homosexual,Dr.,Joshua Cole
2260,Male,Vanuatu,Buddhism,Liberal,Bisexual,Dr.,Robert Nguyen
2261,Male,Niue,Christianity,Conservative,Bisexual,Mrs.,Tara Thomas
2262,Female,El Salvador,Buddhism,Libertarian,Heterosexual,Mrs.,Steven Mcclure
2263,Male,Bahrain,Islam,Libertarian,Homosexual,Misc.,Robin Jackson
2264,Male,Palau,Hinduism,Libertarian,Heterosexual,Dr.,Ariel Salinas
2265,Male,Syrian Arab Republic,Buddhism,Libertarian,Homosexual,Mx.,Amy Lee
2266,Male,Haiti,Hinduism,Liberal,Heterosexual,Mr.,Hannah Bell
2267,Female,Iraq,Hinduism,Libertarian,Bisexual,Mx.,Erica Weiss
2268,Male,Belize,Islam,Liberal,Homosexual,Mr.,Gabrielle Michael
2269,Female,Bulgaria,Christianity,Liberal,Heterosexual,Dr.,Christopher Hamilton
2270,Female,North Macedonia,Islam,Libertarian,Heterosexual,Mrs.,Dennis Knight
2271,Female,Sudan,Hinduism,Libertarian,Bisexual,Misc.,Danielle Fritz
2272,Male,Israel,Christianity,Conservative,Bisexual,Mx.,Linda Patterson
2273,Female,Nicaragua,Christianity,Conservative,Heterosexual,Misc.,Christopher Park
2274,Male,New Zealand,Islam,Liberal,Heterosexual,Mx.,Tammy Walker
2275,Female,India,Buddhism,Conservative,Bisexual,Mrs.,Stephen York Jr.
2276,Male,South Africa,Christianity,Conservative,Bisexual,Mrs.,Penny Thomas
2277,Male,Nicaragua,Hinduism,Conservative,Homosexual,Dr.,Veronica Thomas
2278,Male,Tunisia,Islam,Conservative,Heterosexual,Dr.,Antonio Riley
2279,Male,Poland,Christianity,Conservative,Homosexual,Mr.,Nathan Vasquez
2280,Female,Heard Island and McDonald Islands,Islam,Libertarian,Homosexual,Mr.,Lori Carter
2281,Female,Azerbaijan,Christianity,Conservative,Homosexual,Dr.,Samantha Palmer
2282,Female,Romania,Islam,Conservative,Heterosexual,Mr.,Brian Haney
2283,Female,Uzbekistan,Islam,Liberal,Heterosexual,Mx.,Brenda Riddle
2284,Male,Svalbard & Jan Mayen Islands,Buddhism,Conservative,Bisexual,Mrs.,Jenny Waller
2285,Male,Rwanda,Hinduism,Libertarian,Homosexual,Mr.,Dalton Trevino
2286,Male,Tajikistan,Christianity,Libertarian,Bisexual,Mr.,Mitchell Beck
2287,Male,Ukraine,Christianity,Libertarian,Bisexual,Mrs.,Antonio Davis MD
2288,Female,Heard Island and McDonald Islands,Hinduism,Libertarian,Bisexual,Mr.,Sarah Simon
2289,Male,Haiti,Buddhism,Liberal,Heterosexual,Mx.,Andrea Salazar
2290,Female,Bangladesh,Hinduism,Liberal,Heterosexual,Mr.,Shelby Arnold
2291,Male,Slovakia (Slovak Republic),Buddhism,Liberal,Homosexual,Dr.,Sarah Hobbs
2292,Male,Reunion,Christianity,Conservative,Heterosexual,Mr.,Angela Garcia
2293,Female,Saint Kitts and Nevis,Islam,Libertarian,Homosexual,Dr.,Samuel Rodriguez
2294,Female,Serbia,Buddhism,Libertarian,Bisexual,Mx.,Christopher Martinez
2295,Male,Nicaragua,Buddhism,Conservative,Bisexual,Mr.,Lee Howard
2296,Male,Burkina Faso,Christianity,Libertarian,Bisexual,Mr.,Thomas Haas
2297,Female,Madagascar,Christianity,Liberal,Homosexual,Mrs.,Nicholas Carpenter
2298,Male,Congo,Christianity,Liberal,Heterosexual,Mx.,Patrick Rivera
2299,Female,Albania,Hinduism,Libertarian,Bisexual,Dr.,Jason Johnson
2300,Female,Mayotte,Buddhism,Liberal,Bisexual,Misc.,James Dixon
2301,Male,United States Virgin Islands,Islam,Libertarian,Bisexual,Mr.,Justin Schultz MD
2302,Female,Timor-Leste,Hinduism,Libertarian,Heterosexual,Mr.,Danielle Moreno
2303,Female,Iraq,Buddhism,Libertarian,Heterosexual,Ms.,Devin Hoffman
2304,Male,Montserrat,Hinduism,Conservative,Homosexual,Dr.,Kelly Miller
2305,Female,Dominica,Islam,Liberal,Bisexual,Dr.,Keith Alvarez
2306,Male,Denmark,Hinduism,Liberal,Bisexual,Mr.,Bridget Contreras
2307,Male,Rwanda,Christianity,Libertarian,Heterosexual,Miss,Travis Mendez
2308,Male,Vietnam,Hinduism,Liberal,Heterosexual,Mrs.,Melissa Goodman
2309,Female,Aruba,Buddhism,Conservative,Homosexual,Mrs.,Katherine Cannon
2310,Female,South Georgia and the South Sandwich Islands,Buddhism,Liberal,Homosexual,Mr.,Katherine Thompson
2311,Male,Uganda,Christianity,Libertarian,Homosexual,Mr.,Patricia Mendoza
2312,Female,Egypt,Islam,Libertarian,Homosexual,Mr.,Frank Herrera
2313,Female,United States Virgin Islands,Hinduism,Libertarian,Heterosexual,Mr.,Sandra Holloway
2314,Male,British Virgin Islands,Christianity,Liberal,Homosexual,Mx.,Samuel Rios
2315,Female,United Arab Emirates,Buddhism,Conservative,Homosexual,Mrs.,Rodney Robinson
2316,Female,Afghanistan,Islam,Conservative,Bisexual,Miss,Brandy Smith
2317,Female,Congo,Islam,Conservative,Homosexual,Mx.,Lynn Martin
2318,Female,North Macedonia,Hinduism,Libertarian,Heterosexual,Mrs.,Charles Brown
2319,Female,Northern Mariana Islands,Christianity,Conservative,Bisexual,Mx.,Mrs. Gabrielle Nicholson MD
2320,Male,Jersey,Islam,Libertarian,Homosexual,Mr.,Ray Johnson
2321,Male,South Georgia and the South Sandwich Islands,Buddhism,Conservative,Homosexual,Mx.,David Curtis
2322,Female,Togo,Buddhism,Liberal,Heterosexual,Mrs.,Erica Davis
2323,Male,Reunion,Christianity,Conservative,Heterosexual,Mr.,Catherine Peters
2324,Male,Guadeloupe,Islam,Libertarian,Heterosexual,Mr.,Samantha Rodriguez
2325,Male,Martinique,Buddhism,Conservative,Bisexual,Dr.,Michelle Martinez
2326,Male,Guatemala,Buddhism,Libertarian,Homosexual,Dr.,Chad Lawson
2327,Female,Tokelau,Hinduism,Liberal,Bisexual,Mr.,Thomas Erickson
2328,Male,Somalia,Buddhism,Libertarian,Heterosexual,Mr.,Dawn Bush
2329,Male,Northern Mariana Islands,Islam,Conservative,Bisexual,Misc.,Joseph Shepherd
2330,Female,French Southern Territories,Christianity,Libertarian,Heterosexual,Mrs.,Richard Hurst MD
2331,Male,Micronesia,Christianity,Conservative,Heterosexual,Ms.,Danny Fernandez
2332,Male,Kiribati,Buddhism,Conservative,Heterosexual,Dr.,Tiffany Patton
2333,Male,Kenya,Christianity,Liberal,Heterosexual,Dr.,Gary Ortiz
2334,Male,Turkey,Christianity,Libertarian,Heterosexual,Mrs.,April Andersen
2335,Female,Slovenia,Christianity,Liberal,Bisexual,Mr.,Kyle Ortega Jr.
2336,Female,American Samoa,Buddhism,Liberal,Bisexual,Mx.,Jennifer Richards
2337,Female,Ecuador,Christianity,Liberal,Bisexual,Mr.,Juan Murphy
2338,Female,Madagascar,Christianity,Libertarian,Heterosexual,Ind.,Christopher Bennett
2339,Male,Belize,Christianity,Libertarian,Heterosexual,Mrs.,Christopher Melton
2340,Female,Faroe Islands,Hinduism,Libertarian,Homosexual,Mr.,Riley Adams
2341,Female,United Arab Emirates,Christianity,Libertarian,Homosexual,Mr.,William Phillips
2342,Male,New Zealand,Hinduism,Liberal,Bisexual,Dr.,Susan Leonard
2343,Female,Saint Vincent and the Grenadines,Buddhism,Libertarian,Homosexual,Mr.,Roy Holt
2344,Female,Saint Vincent and the Grenadines,Islam,Conservative,Bisexual,Dr.,Eric Hansen
2345,Male,North Macedonia,Christianity,Liberal,Homosexual,Mrs.,Darlene Landry
2346,Male,Palau,Buddhism,Liberal,Homosexual,Mrs.,Robert Campbell
2347,Male,Slovenia,Hinduism,Libertarian,Homosexual,Mr.,Pam Smith
2348,Female,San Marino,Hinduism,Liberal,Bisexual,Mrs.,Ruth Morris
2349,Male,Philippines,Buddhism,Conservative,Homosexual,Mrs.,Katherine Henry
2350,Male,China,Buddhism,Libertarian,Bisexual,Dr.,Stephanie Lin
2351,Female,Bangladesh,Buddhism,Libertarian,Bisexual,Mx.,Amanda Buckley
2352,Female,Anguilla,Buddhism,Libertarian,Heterosexual,Dr.,Christopher Rodriguez
2353,Female,Armenia,Christianity,Conservative,Homosexual,Ms.,Stephanie Alvarado
2354,Female,Hong Kong,Islam,Conservative,Homosexual,Mr.,Bradley Ruiz
2355,Female,Saint Lucia,Christianity,Liberal,Heterosexual,Misc.,Vanessa Patrick
2356,Female,Nepal,Hinduism,Conservative,Bisexual,Mr.,Christina Stone
2357,Female,Haiti,Buddhism,Conservative,Bisexual,Dr.,Curtis Oliver
2358,Female,Bulgaria,Buddhism,Libertarian,Bisexual,Mx.,Stephen Carter
2359,Female,Norway,Buddhism,Conservative,Bisexual,Mr.,Robin Phillips
2360,Male,French Southern Territories,Christianity,Liberal,Heterosexual,Mr.,Holly Gomez
2361,Male,Czech Republic,Hinduism,Conservative,Heterosexual,Mr.,Sean Nelson
2362,Male,France,Islam,Liberal,Bisexual,Mrs.,Tracy Taylor
2363,Female,Vanuatu,Christianity,Liberal,Homosexual,Mx.,James Taylor
2364,Male,Tajikistan,Islam,Liberal,Heterosexual,Ms.,Jake Blake
2365,Female,Iran,Buddhism,Conservative,Heterosexual,Mx.,Andre Malone
2366,Male,Guernsey,Hinduism,Liberal,Bisexual,Mr.,David Davis
2367,Female,Congo,Hinduism,Conservative,Bisexual,Mx.,Laura Brown
2368,Male,Afghanistan,Buddhism,Liberal,Homosexual,Dr.,James Giles
2369,Female,Cocos (Keeling) Islands,Islam,Liberal,Homosexual,Mr.,Daniel Johnson
2370,Male,Guatemala,Christianity,Liberal,Homosexual,Dr.,Troy Trevino Jr.
2371,Male,Rwanda,Islam,Conservative,Bisexual,Mrs.,Michelle Walker
2372,Female,Palau,Islam,Libertarian,Homosexual,Mr.,Adam Martin
2373,Male,Tajikistan,Islam,Libertarian,Bisexual,Mr.,Julie Brown
2374,Male,Azerbaijan,Hinduism,Conservative,Bisexual,Mx.,Jacob Burch
2375,Female,Fiji,Hinduism,Liberal,Bisexual,Dr.,Robert Ross
2376,Male,El Salvador,Hinduism,Conservative,Homosexual,Mx.,Michael Jones
2377,Male,Korea,Christianity,Conservative,Homosexual,Mx.,Sandra Hoffman
2378,Female,Hungary,Christianity,Liberal,Bisexual,Misc.,Jason Robles
2379,Male,Isle of Man,Christianity,Liberal,Homosexual,Mrs.,Brian Lara
2380,Male,Chile,Buddhism,Libertarian,Heterosexual,Mr.,Brian Eaton
2381,Male,Saint Martin,Hinduism,Liberal,Homosexual,Misc.,Deborah Brown
2382,Male,Montenegro,Hinduism,Liberal,Heterosexual,Mr.,James Romero
2383,Male,Tokelau,Christianity,Liberal,Homosexual,Mr.,Tracy Edwards
2384,Male,Maldives,Christianity,Libertarian,Heterosexual,Mx.,Charles Nelson
2385,Male,Thailand,Buddhism,Libertarian,Bisexual,Mr.,Chad Petersen
2386,Female,Bangladesh,Buddhism,Libertarian,Heterosexual,Mx.,Rose Jordan
2387,Female,Korea,Buddhism,Conservative,Bisexual,Mr.,Albert Cooper
2388,Male,El Salvador,Christianity,Libertarian,Bisexual,Mrs.,Cody Patterson
2389,Male,Vanuatu,Hinduism,Conservative,Heterosexual,Misc.,Kayla Marsh
2390,Male,Montenegro,Christianity,Liberal,Heterosexual,Mr.,Craig Gonzales
2391,Female,Rwanda,Buddhism,Conservative,Bisexual,Miss,Sue Mason
2392,Female,Hong Kong,Islam,Liberal,Heterosexual,Mr.,Eric Ayala
2393,Female,Brazil,Islam,Conservative,Heterosexual,Ms.,Steven Thompson
2394,Male,Belgium,Buddhism,Libertarian,Bisexual,Mr.,Alison Case
2395,Male,Swaziland,Christianity,Conservative,Homosexual,Dr.,Crystal Jones
2396,Male,Slovakia (Slovak Republic),Hinduism,Conservative,Homosexual,Ms.,Frank Fernandez
2397,Male,Bosnia and Herzegovina,Islam,Liberal,Heterosexual,Mr.,Brian Mitchell
2398,Male,Tanzania,Hinduism,Conservative,Homosexual,Mr.,Victoria White
2399,Female,China,Hinduism,Libertarian,Bisexual,Mr.,Matthew Williams
2400,Female,Croatia,Christianity,Liberal,Bisexual,Mx.,Carl Sanchez
2401,Female,Malta,Buddhism,Liberal,Bisexual,Mr.,Alejandro Gilmore
2402,Female,Mayotte,Christianity,Libertarian,Heterosexual,Ms.,Amber Powell
2403,Male,Jordan,Christianity,Conservative,Heterosexual,Miss,Heather Curry
2404,Male,Guernsey,Islam,Libertarian,Homosexual,Mx.,Ryan Brown
2405,Female,Guadeloupe,Buddhism,Libertarian,Heterosexual,Mr.,Eric Brown
2406,Female,Belarus,Buddhism,Conservative,Bisexual,Mr.,Cassandra Lee
2407,Female,Egypt,Buddhism,Conservative,Homosexual,Mrs.,Alejandro Robles
2408,Male,Jamaica,Islam,Libertarian,Heterosexual,Miss,Colin Meza
2409,Female,New Zealand,Hinduism,Liberal,Bisexual,Mr.,Riley Webb
2410,Male,Tonga,Hinduism,Conservative,Heterosexual,Mr.,Eric Johnson
2411,Male,Mongolia,Islam,Liberal,Heterosexual,Mrs.,John Ross
2412,Female,Micronesia,Christianity,Conservative,Heterosexual,Miss,Michelle Barton
2413,Male,Greece,Buddhism,Liberal,Heterosexual,Mrs.,Cynthia Li
2414,Male,Bulgaria,Buddhism,Liberal,Heterosexual,Mx.,Michelle Coleman
2415,Female,Bermuda,Islam,Liberal,Homosexual,Mrs.,Vincent Joseph
2416,Female,Martinique,Buddhism,Liberal,Homosexual,Misc.,Tammie Ramirez
2417,Female,Afghanistan,Hinduism,Liberal,Homosexual,Mrs.,Brenda Rivera
2418,Female,Chad,Buddhism,Conservative,Homosexual,Ms.,Javier Campbell
2419,Female,Italy,Hinduism,Libertarian,Homosexual,Mrs.,Robin Young
2420,Female,Marshall Islands,Hinduism,Liberal,Bisexual,Ms.,Lisa Allen
2421,Male,Tajikistan,Hinduism,Liberal,Bisexual,Mr.,Angela Mcclain
2422,Female,Burkina Faso,Hinduism,Libertarian,Heterosexual,Miss,Samuel Jordan
2423,Male,Dominican Republic,Hinduism,Libertarian,Bisexual,Dr.,Frank Aguilar
2424,Female,Belgium,Buddhism,Liberal,Heterosexual,Mrs.,Kelsey Smith
2425,Female,Cote d'Ivoire,Hinduism,Liberal,Homosexual,Mr.,Alejandro Matthews
2426,Male,United States Virgin Islands,Islam,Conservative,Homosexual,Dr.,Michael Green
2427,Female,Angola,Christianity,Liberal,Bisexual,Mx.,Holly Nichols
2428,Male,Kiribati,Hinduism,Libertarian,Heterosexual,Mrs.,Richard Salas
2429,Female,China,Christianity,Conservative,Heterosexual,Mrs.,Linda Cannon
2430,Female,Saint Pierre and Miquelon,Christianity,Liberal,Homosexual,Misc.,Jessica King
2431,Male,Norway,Christianity,Conservative,Heterosexual,Mr.,Cole Reed
2432,Female,Holy See (Vatican City State),Christianity,Libertarian,Bisexual,Mx.,Mason Williams
2433,Female,Saint Martin,Christianity,Liberal,Bisexual,Mx.,Mackenzie Barrett
2434,Male,France,Islam,Conservative,Homosexual,Mr.,Kenneth Olsen
2435,Male,Bahrain,Christianity,Libertarian,Heterosexual,Mrs.,Kevin Weber
2436,Female,Chile,Christianity,Liberal,Bisexual,Mr.,Danielle Dickerson
2437,Female,Pakistan,Christianity,Conservative,Heterosexual,Mx.,Nicholas Zamora
2438,Female,Saint Martin,Christianity,Liberal,Heterosexual,Mr.,Gregg Ramos
2439,Male,Saint Vincent and the Grenadines,Christianity,Liberal,Heterosexual,Ms.,Gregory Church
2440,Male,Serbia,Hinduism,Libertarian,Heterosexual,Misc.,Amanda Schmidt
2441,Male,Bouvet Island (Bouvetoya),Buddhism,Liberal,Homosexual,Mx.,Jennifer Collier
2442,Male,Morocco,Hinduism,Libertarian,Homosexual,Ind.,James Lyons
2443,Female,Honduras,Christianity,Libertarian,Heterosexual,Mrs.,Michelle Wood
2444,Female,Saint Barthelemy,Islam,Libertarian,Bisexual,Misc.,Greg Price
2445,Female,Canada,Buddhism,Libertarian,Bisexual,Mr.,Dr. Denise Rodriguez
2446,Male,Central African Republic,Buddhism,Conservative,Homosexual,Misc.,Kayla Stein
2447,Male,Costa Rica,Islam,Liberal,Homosexual,Ind.,Gary Summers
2448,Female,New Zealand,Hinduism,Libertarian,Heterosexual,Ind.,Jodi Morton
2449,Female,Nigeria,Islam,Liberal,Heterosexual,Mr.,Darrell Edwards
2450,Female,Jamaica,Buddhism,Liberal,Bisexual,Mrs.,Julia Brown
2451,Male,Palestinian Territory,Islam,Liberal,Bisexual,Mrs.,Katie Long
2452,Female,Japan,Buddhism,Liberal,Homosexual,Misc.,Donna Nunez
2453,Male,Liechtenstein,Islam,Conservative,Heterosexual,Mr.,Michael Bradshaw
2454,Female,Brazil,Christianity,Conservative,Heterosexual,Mx.,Martin Stevens
2455,Male,Afghanistan,Buddhism,Liberal,Homosexual,Mrs.,Carolyn Arroyo
2456,Female,Madagascar,Christianity,Conservative,Bisexual,Dr.,Philip Martinez
2457,Male,Turkmenistan,Christianity,Liberal,Heterosexual,Mx.,Kathleen Lozano
2458,Female,United Kingdom,Islam,Liberal,Heterosexual,Mr.,Emma Tyler
2459,Female,Tanzania,Christianity,Libertarian,Bisexual,Mx.,Whitney Huerta
2460,Male,Monaco,Islam,Libertarian,Heterosexual,Mr.,Brian Williams
2461,Female,New Caledonia,Hinduism,Liberal,Homosexual,Mx.,Jeffrey Bruce
2462,Female,American Samoa,Hinduism,Conservative,Heterosexual,Mx.,Robert Bryant
2463,Female,Tunisia,Islam,Conservative,Bisexual,Mx.,Charles Stewart
2464,Male,Guernsey,Hinduism,Conservative,Bisexual,Mx.,Richard Gonzalez
2465,Male,Bangladesh,Christianity,Libertarian,Heterosexual,Dr.,Matthew Rodriguez
2466,Female,Denmark,Buddhism,Libertarian,Heterosexual,Mrs.,Molly Hernandez
2467,Female,Taiwan,Hinduism,Conservative,Heterosexual,Mrs.,Amy Robinson
2468,Male,New Caledonia,Islam,Liberal,Heterosexual,Mr.,Tyler Hodges
2469,Male,Japan,Buddhism,Liberal,Homosexual,Dr.,Miguel Owen
2470,Female,Yemen,Buddhism,Libertarian,Bisexual,Mr.,Gordon Evans
2471,Male,Albania,Islam,Conservative,Heterosexual,Mr.,Anita Lewis
2472,Female,Armenia,Hinduism,Libertarian,Homosexual,Misc.,Lee Williams
2473,Female,Mauritania,Islam,Libertarian,Bisexual,Mx.,Joel Thompson
2474,Female,Sri Lanka,Hinduism,Conservative,Homosexual,Mx.,Miranda Barrett MD
2475,Male,Eritrea,Buddhism,Conservative,Heterosexual,Mrs.,Adriana Martinez
2476,Male,Guadeloupe,Buddhism,Libertarian,Homosexual,Dr.,Karina Bates
2477,Female,Uganda,Christianity,Libertarian,Heterosexual,Mrs.,Leah Davidson
2478,Male,Mexico,Christianity,Libertarian,Bisexual,Mrs.,Zachary Navarro
2479,Female,Botswana,Buddhism,Libertarian,Heterosexual,Mx.,Dwayne Johnson
2480,Male,Cameroon,Islam,Conservative,Bisexual,Miss,Brian Ellis
2481,Male,Sudan,Hinduism,Conservative,Bisexual,Mx.,Sherry Henson
2482,Female,Falkland Islands (Malvinas),Buddhism,Conservative,Heterosexual,Mr.,Ronald Anderson
2483,Female,Guinea,Islam,Conservative,Homosexual,Mr.,Dylan Anderson
2484,Female,Mexico,Islam,Conservative,Homosexual,Mrs.,Traci Campbell
2485,Male,Mozambique,Buddhism,Libertarian,Homosexual,Mrs.,Andrew Flores
2486,Female,Guernsey,Buddhism,Liberal,Homosexual,Ind.,Luis Le
2487,Female,Philippines,Hinduism,Liberal,Bisexual,Dr.,Bradley Watkins
2488,Male,French Polynesia,Buddhism,Conservative,Homosexual,Mrs.,Francisco Skinner
2489,Male,Guernsey,Christianity,Conservative,Bisexual,Mx.,Amber Lewis
2490,Female,Kiribati,Islam,Conservative,Homosexual,Misc.,Tiffany Moreno
2491,Male,Kenya,Islam,Liberal,Homosexual,Mr.,Anthony Payne
2492,Female,Pitcairn Islands,Buddhism,Conservative,Homosexual,Miss,Matthew Rodriguez
2493,Female,Benin,Christianity,Libertarian,Homosexual,Ind.,James Bowen
2494,Female,Papua New Guinea,Buddhism,Liberal,Homosexual,Mx.,Daniel Riddle
2495,Male,Turks and Caicos Islands,Christianity,Conservative,Bisexual,Miss,Earl Andrews
2496,Male,Georgia,Christianity,Conservative,Heterosexual,Mr.,Melvin Fleming
2497,Male,Saudi Arabia,Hinduism,Libertarian,Bisexual,Mx.,Joseph Daniels
2498,Female,Saint Vincent and the Grenadines,Islam,Conservative,Heterosexual,Mr.,Lisa Daugherty
2499,Female,Somalia,Islam,Liberal,Homosexual,Ms.,Kristen Barnes
2500,Male,Indonesia,Buddhism,Liberal,Homosexual,Mx.,Ruth Smith
2501,Female,New Zealand,Christianity,Liberal,Heterosexual,Dr.,Tony Key
2502,Female,Sudan,Christianity,Liberal,Homosexual,Dr.,Monica Rodriguez
2503,Male,Guinea,Buddhism,Libertarian,Bisexual,Mx.,Bryan Estrada
2504,Female,Malaysia,Buddhism,Conservative,Bisexual,Ms.,Mary Santos
2505,Male,Sri Lanka,Buddhism,Libertarian,Heterosexual,Mx.,Matthew May
2506,Female,Chile,Christianity,Liberal,Heterosexual,Mrs.,Duane Fisher
2507,Female,Belize,Buddhism,Conservative,Homosexual,Mr.,Tiffany Gutierrez
